,log_gross,votecount_clean
1253,16.99554887624618,21810.0
1254,16.981533683731474,18776.0
1255,16.97976908585385,789.0
1256,16.966933025684952,9060.0
1257,16.954072368358577,8800.0
1258,16.941109674123688,20344.0
1260,16.939577601307022,10934.0
1261,16.9295881535065,4651.0
1269,16.88080396817864,7686.0
1271,16.87683827828811,5526.0
1272,16.87302993033759,38245.0
1273,16.848857255279214,38946.0
1275,16.833901181276378,41353.0
1276,16.827317735164232,12027.0
1277,16.823196204447505,1933.0
1278,16.81855999565854,13282.0
1279,16.80550399585644,14366.0
1280,16.804750149601496,24868.0
1281,16.798751944182715,15616.0
1282,16.798136061849288,13448.0
1283,16.793722136632773,10942.0
1284,16.784998594531118,49590.0
1285,16.78449102148536,21566.0
1286,16.780451455469624,52021.0
1287,16.773816212016076,4385.0
1288,16.76962989928923,1445.0
1289,16.768857167186667,18066.0
1293,16.755324542523184,6604.0
1295,16.736193154561267,17271.0
1296,16.730581811895956,27093.0
1298,16.722748500950864,26250.0
1299,16.717537078931965,111997.0
1300,16.713501052771985,8447.0
1302,16.67880621084076,8428.0
1303,16.673866571139452,55746.0
1304,16.667564474995277,25676.0
1305,16.654147579022265,12081.0
1306,16.644608681397518,13159.0
1308,16.63813230265744,4810.0
1309,16.63672222801266,49574.0
1311,16.608182076582544,8992.0
1315,16.595777415237734,9250.0
1321,16.53492764388894,23556.0
1323,16.527881146072804,10998.0
1324,16.522932695208997,8821.0
1327,16.510957942815534,2808.0
1328,16.509900818779137,6180.0
1332,16.4956914594779,4326.0
1335,19.866818355815454,410562.0
1336,19.82680393790742,602519.0
1337,19.635996626630035,175265.0
1338,19.49337585530668,160669.0
1339,18.832445269004985,247177.0
1341,18.58385336624644,364776.0
1342,18.561388360775588,
1343,18.450904606545638,235230.0
1345,18.281877938957855,167596.0
1346,18.258493430052294,218770.0
1347,18.20051679919839,125178.0
1348,18.01091633708977,161029.0
1350,17.963397387903168,96874.0
1354,17.87611217662142,156379.0
1355,17.854109278784286,76693.0
1356,17.829900891931754,44046.0
1358,17.826202550627766,260249.0
1359,17.815183569748232,261.0
1362,17.790744203285797,103706.0
1364,17.76820072992744,81319.0
1369,17.70998353868093,42009.0
1372,17.67258037977338,66.0
1374,17.577590170508003,140468.0
1375,17.575092201847937,57133.0
1376,17.570975772128904,162309.0
1377,17.554923346519338,235651.0
1380,17.529920078784023,38008.0
1381,17.487308551048564,90619.0
1382,17.4459580876678,5764.0
1384,17.372989975072194,39224.0
1386,17.371352697377088,69127.0
1387,17.331154511769807,7327.0
1388,17.288844119073996,4984.0
1389,17.272302267959148,106176.0
1392,17.23823750627664,167473.0
1395,17.218727898135896,140539.0
1396,17.177351433253666,27792.0
1397,17.166962814627016,77248.0
1398,17.163477858597204,34237.0
1399,17.141927207887385,174428.0
1400,17.13670077576565,65132.0
1401,17.089424681927706,30789.0
1402,17.07454726926893,7.0
1403,17.069306013423237,25829.0
1405,17.039810247051363,149097.0
1406,17.038667884110982,9990.0
1408,17.006278470740593,25899.0
1409,16.999779699851516,227595.0
1410,16.996785320536326,89677.0
1411,16.92842164022186,66024.0
1412,16.898307657079496,32043.0
1413,16.867537528017312,14.0
1414,16.86708667891646,130541.0
1415,16.837636776509363,101995.0
1416,16.801504972091443,51183.0
1418,16.763904338164707,54498.0
1420,16.75194590916869,39237.0
1421,16.751940179264892,14015.0
1422,16.739746829813196,115376.0
1425,16.683946361305626,62764.0
1426,16.671450163671086,3443.0
1427,16.657046817330087,70696.0
1429,16.632970047371504,15779.0
1430,16.595853079159223,48.0
1433,16.567902886642113,8849.0
1435,16.543241352773077,44384.0
1436,16.52823548216904,306516.0
1437,16.525745038457078,20049.0
1438,16.517165955826982,18027.0
1440,16.481331594390983,21399.0
1441,16.468111542539788,69284.0
1442,16.4660439280616,19711.0
1443,16.43175602134787,95916.0
1444,16.42977118921528,269941.0
1445,16.411862722196037,177369.0
1446,16.381318008696912,48509.0
1448,16.32117036354523,29604.0
1449,16.304600030871104,102909.0
1450,16.28479743510941,2299.0
1451,16.273577301793427,31076.0
1452,16.27261520560004,54573.0
1453,16.140238283403743,7301.0
1454,16.127802189720374,5165.0
1455,16.119116030194316,13559.0
1456,16.066318871289543,24942.0
1458,15.956736871755277,11803.0
1459,15.931016876526746,32191.0
1460,15.930750135190218,27603.0
1461,15.911136670051082,9124.0
1462,15.90130400849006,42869.0
1463,15.85622868281851,8037.0
1464,15.813159716347188,41998.0
1465,15.692318492820245,42040.0
1466,15.679843060024426,23643.0
1467,15.669136857540332,2267.0
1469,15.659025473104744,11938.0
1471,15.592068906706375,15749.0
1472,15.580748246860868,1236.0
1473,15.533174337014465,2028.0
1475,15.346595284678497,15569.0
1476,15.342075645050476,1480.0
1479,15.241416180963363,5290.0
1482,15.204614468601095,1492.0
1483,15.140881987152692,25772.0
1485,15.104699679122943,313.0
1486,15.101683986140815,307.0
1487,15.084456164114272,731.0
1488,15.020400241827673,2790.0
1490,15.012468112868302,
1492,14.971889427353211,35471.0
1498,14.925268172765152,10583.0
1501,14.774635466561545,4986.0
1503,14.680548836722126,33222.0
1505,14.617089632666532,37505.0
1506,14.613021357445573,27522.0
1508,14.560698803261822,1561.0
1509,14.535128281853755,6300.0
1510,14.341248045185237,1134.0
1512,14.312679350282652,10.0
1514,14.152501231602361,1465.0
1517,14.089880161405324,7788.0
1520,13.98913776150155,
1522,13.882531620045507,2549.0
1523,13.880125326194962,17560.0
1524,13.874262368340112,17918.0
1527,13.858707011224828,104637.0
1528,13.847081896801592,2697.0
1530,13.839851889350433,39.0
1531,13.837589024944153,3613.0
1533,13.830519360279274,1357.0
1535,13.755138279306626,6.0
1537,13.676320901802118,487.0
1540,13.570099669450327,8407.0
1542,13.347367596601922,36502.0
1544,13.289850445239829,479.0
1545,13.219999939989682,25141.0
1546,13.20651333109094,4573.0
1547,13.199100319358037,5946.0
1551,13.138120578083361,4407.0
1553,13.103129588289029,14230.0
1554,13.083229540477198,27464.0
1558,12.718177450794546,1292.0
1561,12.663633559260925,199.0
1563,12.635361696361338,15602.0
1568,12.494880334238214,10844.0
1571,12.47059611569591,16865.0
1576,12.212427411168182,7129.0
1578,12.10202793049357,963.0
1579,12.063771482060064,606.0
1580,12.009497994258108,20767.0
1581,11.99036388751828,620.0
1585,11.925915522827017,467.0
1586,11.920235536752422,466.0
1589,11.821607976466948,273.0
1593,11.572288114363735,573.0
1594,11.546369912189585,
1596,11.347260415151336,3863.0
1597,11.330935853076468,43315.0
1600,11.226256212776141,7285.0
1604,10.911080442817068,570.0
1609,10.626096443245693,203.0
1610,10.514583760207204,6210.0
1621,9.569970943740548,8186.0
1628,19.634198756486313,18.0
1629,19.533722679378634,436199.0
1630,19.383972089228532,8.0
1631,19.339729824083744,342721.0
1632,19.250293086299504,227861.0
1633,19.24462051880029,286330.0
1634,19.19787554641548,274412.0
1637,19.071543074081564,185837.0
1638,19.06473643069766,225753.0
1639,19.005661002354795,219029.0
1640,19.0030128598124,
1641,18.992789596135253,70070.0
1642,18.968550149613737,130896.0
1643,18.94166515407089,274608.0
1644,18.93617123030848,391398.0
1645,18.928173822954378,246343.0
1646,18.91272994277638,291361.0
1647,18.912199962683545,141071.0
1648,18.903114214157515,155967.0
1650,18.828911570599317,101590.0
1652,18.815947431168905,207411.0
1653,18.8148357870544,124824.0
1654,18.814163529910683,113440.0
1655,18.801417121817924,70791.0
1656,18.77565334572855,59728.0
1657,18.772107614814658,128825.0
1658,18.766680152600745,162340.0
1660,18.75740557009873,80471.0
1661,18.74716356638524,157282.0
1662,18.746002956590587,342296.0
1663,18.738083981677693,214739.0
1664,18.730473762774867,139216.0
1665,18.72555780411447,155772.0
1666,18.710873599249233,89733.0
1667,18.70868161058388,180314.0
1669,18.657181757823185,109475.0
1670,18.654118741162797,97507.0
1672,18.643936528968137,118433.0
1673,18.642785956379285,126399.0
1675,18.63606459451025,36064.0
1676,18.61512210826541,376327.0
1677,18.610541095820018,235924.0
1678,18.601280544374127,50793.0
1679,18.60012168074153,161823.0
1680,18.59794654190853,212480.0
1681,18.59648089922324,164100.0
1682,18.588830419006374,220021.0
1683,18.583880845399843,118448.0
1684,18.577125789707996,21.0
1685,18.57250408906453,122937.0
1686,18.567397540813893,160443.0
1687,18.566046390988575,473575.0
1688,18.561346443033766,43689.0
1689,18.545817492440392,183599.0
1690,18.538417005181508,116887.0
1691,18.519252526216547,101357.0
1692,18.519011239824785,100587.0
1694,18.49331696504018,63956.0
1695,18.48928151857939,275176.0
1697,18.46275374124225,43554.0
1698,18.450512411875305,149277.0
1699,18.445527422722716,291051.0
1700,18.44356511778595,68037.0
1702,18.435275736989464,261961.0
1705,18.425421976524884,170619.0
1706,18.425357719829954,186256.0
1707,18.423605024074412,142019.0
1709,18.40840613826395,124551.0
1710,18.38983686455276,403627.0
1711,18.38398910359669,183999.0
1713,18.360138769970504,70047.0
1714,18.35982102637809,119754.0
1715,18.358924747998504,61457.0
1717,18.348648798440244,272165.0
1719,18.332365298853595,30024.0
1720,18.33122915205864,17485.0
1721,18.327881690629187,41132.0
1722,18.324341172506216,106784.0
1723,18.303193821950007,140891.0
1724,18.28533490621745,219957.0
1726,18.259399389519032,56623.0
1727,18.246913030505354,84981.0
1728,18.240984884994813,144871.0
1729,18.23042053528158,19711.0
1731,18.224987876300123,58594.0
1732,18.211925248840025,175446.0
1733,18.204686698900876,54161.0
1734,18.202037588149665,38900.0
1736,18.172624687123108,84476.0
1738,18.14103948401385,255008.0
1739,18.140838340830456,330378.0
1740,18.133964258504705,83878.0
1741,18.130162640430175,11426.0
1742,18.121710627241004,51935.0
1743,18.116605555608967,23526.0
1744,18.114984180535302,59765.0
1745,18.108833566420326,93667.0
1746,18.10739068808614,137734.0
1747,18.10028446981824,94239.0
1748,18.095868548074293,118656.0
1750,18.08836421042321,41887.0
1751,18.078440882514233,23196.0
1752,18.076879336454766,365571.0
1753,18.075818045649246,85293.0
1754,18.0633173345042,207013.0
1755,18.05314502039917,45262.0
1756,18.048397304466242,31459.0
1757,18.042614821383644,55672.0
1758,18.03885858553605,20737.0
1759,18.029579337197188,152514.0
1760,18.02219386626042,54246.0
1761,18.021116610794135,84233.0
1764,18.012505040497658,369015.0
1765,18.003432997390274,64967.0
1766,18.00223713831878,147494.0
1767,17.996832374371607,132179.0
1768,17.992696707339906,10722.0
1769,17.98993778090793,39936.0
1770,17.989233083889665,30529.0
1771,17.98155870769402,8204.0
1772,17.972218496159968,55558.0
1773,17.97157999924286,301210.0
1774,17.963603748606076,54724.0
1775,17.962207962221683,159450.0
1776,17.947809631403196,102050.0
1777,17.947774907374097,138986.0
1779,17.934373164695096,57043.0
1780,17.93220712577337,18497.0
1781,17.930913037707377,118210.0
1782,17.91851909598672,139343.0
1783,17.91651383499005,53989.0
1784,17.913852038522275,109251.0
1785,17.911995594402754,117940.0
1786,17.911179176570055,39871.0
1787,17.907247623620023,36785.0
1788,17.90356803112909,218062.0
1789,17.901315410439267,49768.0
1793,17.887013764628456,381.0
1794,17.882851515977396,230296.0
1795,17.879449261794043,71698.0
1796,17.871542474614902,41907.0
1797,17.87151376162083,42897.0
1798,17.86736626848123,81173.0
1800,17.862619319867306,101574.0
1804,17.847266341509492,117814.0
1806,17.83733378097234,227604.0
1807,17.819463071524044,199636.0
1808,17.808926546725633,108457.0
1809,17.80847585401217,19552.0
1810,17.799214224866827,78792.0
1812,17.77715446811563,8527.0
1813,17.773151807098653,30101.0
1815,17.769817579837582,158044.0
1818,17.766190463787,185212.0
1819,17.764296990659403,76943.0
1823,17.751278468513313,136774.0
1824,17.7419878944075,44363.0
1825,17.74042370737117,135012.0
1826,17.729204486622343,32743.0
1827,17.728898830990335,35785.0
1828,17.72786138965152,94052.0
1829,17.720761343590045,13848.0
1831,17.709816213992237,6075.0
1833,17.691644983711086,56769.0
1834,17.68718853843743,130333.0
1835,17.687074044836482,21800.0
1836,17.685710630600546,31867.0
1837,17.683636094445216,57649.0
1839,17.67300060590609,7677.0
1840,17.6681668613131,8036.0
1841,17.665288559465697,152442.0
1842,17.663719835528735,32403.0
1843,17.65418887217337,61679.0
1844,17.654155426382687,31205.0
1845,17.65292501058449,16396.0
1846,17.644428742231053,48361.0
1847,17.639845193658545,104335.0
1848,17.62860383692528,66918.0
1852,17.59755575786295,72278.0
1853,17.596363358112605,30595.0
1854,17.59365641957427,84238.0
1857,17.58452376945275,70814.0
1860,17.570338530889195,60108.0
1861,17.561373448110434,
1862,17.560613291594095,11182.0
1863,17.55779001080502,37332.0
1865,17.551029341049528,202943.0
1867,17.53837688428066,24952.0
1868,17.53112599897124,10366.0
1869,17.528168402016327,173897.0
1870,17.52777091108982,11.0
1872,17.52168363661458,38292.0
1873,17.52077877956475,173532.0
1874,17.516594360130853,8956.0
1875,17.51406292821785,16833.0
1876,17.513444149390676,23013.0
1877,17.51004911908343,4960.0
1878,17.508583208329828,72925.0
1879,17.507378267791424,178682.0
1880,17.505661303644537,28816.0
1881,17.504583543349824,27000.0
1882,17.50444281068434,50006.0
1883,17.493556440282575,126210.0
1884,17.490307695065876,54748.0
1885,17.485806044914035,37423.0
1886,17.48275359892404,34231.0
1887,17.480906495112038,9996.0
1889,17.477950754992055,28712.0
1890,17.471409846141118,10466.0
1891,17.467297331057555,61285.0
1892,17.464422418078858,28796.0
1893,17.46170605079823,135822.0
1894,17.460718205489886,13473.0
1895,17.459713828872403,73250.0
1896,17.456304855582456,99540.0
1897,17.455001166234663,43760.0
1898,17.451982465563315,85829.0
1899,17.45151011760087,25022.0
1900,17.451302187431338,7215.0
1902,17.442526177442137,49715.0
1904,17.434506753242637,26362.0
1905,17.434380391734422,7324.0
1906,17.43102567105462,31397.0
1907,17.427884815029376,71193.0
1909,17.4173564712066,68645.0
1910,17.417287221819606,97334.0
1911,17.409562330852722,35465.0
1912,17.407325489313777,63343.0
1913,17.407320585706707,2479.0
1914,17.40042380170262,9394.0
1915,17.39688770442052,28568.0
1916,17.391959283487374,58890.0
1917,17.38310089040413,29362.0
1918,17.381511193068476,31213.0
1919,17.378447437112644,91551.0
1920,17.376808143029837,13473.0
1922,17.370705693475394,43446.0
1924,17.359487931799777,91852.0
1925,17.35711376162313,12953.0
1926,17.35405807738687,62640.0
1930,17.32887931860797,38607.0
1931,17.325843799694603,75582.0
1933,17.317388340612744,8824.0
1934,17.315338147487868,31738.0
1935,17.298330813564018,23897.0
1936,17.291337777965254,4511.0
1938,17.28868506933752,19674.0
1939,17.28724623854722,25427.0
1940,17.285357685585883,68374.0
1941,17.28488813431436,43061.0
1943,17.271568877399353,51572.0
1944,17.265580100434047,16155.0
1946,17.26487625969724,27275.0
1947,17.25481973687763,90731.0
1948,17.253416204350966,24418.0
1949,17.251225333854375,19628.0
1951,17.24758273640861,29250.0
1953,17.235762640236338,40392.0
1954,17.23404881380314,13480.0
1956,17.223770275851937,32333.0
1957,17.222210638636643,21146.0
1958,17.221620486617322,83725.0
1959,17.22096430178485,8626.0
1960,17.220125991426123,24822.0
1961,17.215632361399496,4510.0
1962,17.208680875443005,27041.0
1963,17.202611956419073,26822.0
1964,17.19927106373233,25275.0
1965,17.194550670335328,59.0
1966,17.19169329935738,57556.0
1968,17.18547685356407,39055.0
1970,17.178430413532357,21168.0
1971,17.17803921543254,24014.0
1972,17.173951992892228,29658.0
1973,17.173610859059444,8408.0
1974,17.171983723276767,38513.0
1975,17.16762899876502,68557.0
1977,17.140722786156996,8090.0
1978,17.130270434304588,7597.0
1979,17.128146598426273,2780.0
1981,17.1205910878831,16945.0
1984,17.11459012369332,36260.0
1985,17.113504503206876,11534.0
1986,17.111761412337668,25401.0
1987,17.111611944535507,23424.0
1988,17.10666730408758,45217.0
1990,17.10447038681779,74938.0
1991,17.10366282477619,45911.0
1994,17.06558694344703,46291.0
1995,17.06411154016828,8122.0
1998,17.055548986901663,13613.0
2000,17.05224700801557,76085.0
2001,17.050474079093522,122705.0
2002,17.040122619125995,17983.0
2003,17.03713157135212,7686.0
2004,17.031271015109905,36581.0
2005,17.02715775917174,50399.0
2006,17.0245855915977,65799.0
2007,17.023048915950813,42696.0
2008,17.009989955374955,4864.0
2009,17.008529639905245,25964.0
2010,19.723759963255045,229281.0
2013,19.44765795930483,189026.0
2014,19.37636457796612,122426.0
2016,19.357387170060715,8910.0
2017,19.343009152319922,308188.0
2018,19.307869124715307,257643.0
2020,19.24961100081836,218415.0
2021,19.24253362343398,410725.0
2022,19.203739407542855,400905.0
2025,19.161844813591134,240120.0
2026,19.12387619611368,222864.0
2027,19.01627361102256,189782.0
2028,19.014956724294233,171735.0
2029,18.987368273788544,293337.0
2030,18.96341955350413,184878.0
2032,18.946040582445267,191446.0
2033,18.92896741730983,233966.0
2034,18.926335351026776,128117.0
2036,18.86107777250173,198807.0
2038,18.818179336809983,
2039,18.81790476741344,270095.0
2040,18.815681962692093,74112.0
2041,18.792958493564036,179229.0
2044,18.720984590624337,70749.0
2045,18.72032745381269,50162.0
2046,18.71935403851032,281809.0
2047,18.717138331193464,269578.0
2048,18.717126205496797,82080.0
2049,18.699654261777642,187167.0
2050,18.68712289789964,55336.0
2051,18.684310707085253,297574.0
2052,18.67388020887924,76220.0
2056,18.654751843536737,146637.0
2057,18.64857463451803,120788.0
2060,18.605315074222744,54063.0
2061,18.604476912971098,167514.0
2067,18.575553171828258,156790.0
2068,18.56987353660032,176337.0
2069,18.565974271902814,50579.0
2071,18.544700910428137,199435.0
2073,18.533459170752064,75705.0
2075,18.50873690413258,75948.0
2076,18.49843133442348,21183.0
2077,18.46532053580111,145084.0
2078,18.445968340480295,284947.0
2079,18.445293119177464,102101.0
2080,18.43210805284321,338.0
2082,18.425293070800578,105320.0
2083,18.423957310141756,74781.0
2084,18.42308336534464,154174.0
2085,18.421158929603383,32879.0
2086,18.391299511944293,205980.0
2088,18.34972056000322,185897.0
2090,18.33138699706426,95161.0
2091,18.326887260382595,88303.0
2092,18.30535109004229,319802.0
2093,18.298665584229074,245272.0
2094,18.295641419999136,127833.0
2095,18.293950899695883,98062.0
2096,18.2897469232862,222438.0
2097,18.282236790148566,44834.0
2101,18.186121897874163,113612.0
2102,18.17281625777171,99959.0
2103,18.17053315607691,53113.0
2104,18.168845391442563,44161.0
2106,18.146066290373998,188700.0
2107,18.1435205221735,79471.0
2108,18.141338597436654,62918.0
2109,18.141131642384106,133918.0
2110,18.137410259454185,97162.0
2111,18.115396918901926,39071.0
2112,18.101964192049476,81489.0
2113,18.09165987679545,60993.0
2114,18.08699912991938,111480.0
2115,18.07788069690085,27430.0
2116,18.07148057982547,10138.0
2118,18.05973436182511,7072.0
2119,18.040576317909384,62752.0
2120,18.028297271911363,92619.0
2121,18.024585649831252,182838.0
2125,18.018545729920934,80896.0
2126,18.016592757177193,56091.0
2128,18.013133469639875,93357.0
2129,18.01299299260172,105125.0
2130,18.01097829598652,52986.0
2132,17.996378704613445,182814.0
2134,17.98175887316626,109131.0
2136,17.97261125694523,30760.0
2137,17.969049857459883,84131.0
2138,17.965770159504643,86076.0
2139,17.9613790521417,197236.0
2141,17.953205435807455,128295.0
2142,17.950907728113314,140073.0
2143,17.950607432278865,179881.0
2144,17.948475653267625,110840.0
2145,17.942317147354757,84106.0
2146,17.93698234394017,135963.0
2147,17.93057107210468,41174.0
2148,17.92596589194309,135262.0
2150,17.91076354078075,33.0
2151,17.90906872772753,82443.0
2153,17.893403142190035,173612.0
2154,17.891077247649637,43051.0
2155,17.88575901006969,27627.0
2156,17.884548166844027,14707.0
2157,17.883214215072762,69588.0
2158,17.882154304152298,11883.0
2159,17.871824573170983,167589.0
2160,17.865337346345935,23478.0
2163,17.860560686394386,41694.0
2164,17.85876392818178,155972.0
2165,17.847744919402068,39327.0
2167,17.8215753027025,80593.0
2168,17.79464797033573,20137.0
2171,17.76916064814055,29805.0
2172,17.76396278781005,94431.0
2173,17.75578453992884,41014.0
2174,17.754513801274076,72807.0
2178,17.739716805383562,33575.0
2181,17.724560969610067,7264.0
2182,17.716237401314547,47093.0
2184,17.696564741540282,40238.0
2185,17.69630308948605,47754.0
2186,17.694194894647723,26381.0
2188,17.688643992205584,53679.0
2189,17.684787114129776,78786.0
2190,17.680994046615,75198.0
2191,17.677014243093847,94836.0
2192,17.67588235232876,33292.0
2194,17.67375440285089,94821.0
2196,17.661742909330172,29639.0
2200,17.618913987205914,40440.0
2201,17.614785784526592,451619.0
2202,17.61367257643803,150865.0
2203,17.59648571279417,20182.0
2205,17.580999093135507,11456.0
2206,17.579944972553488,102359.0
2207,17.569101330785422,29614.0
2208,17.569016263742345,38017.0
2209,17.56530576798159,279619.0
2210,17.56351979953921,9876.0
2211,17.555573144148116,141959.0
2212,17.55377844962738,106175.0
2214,17.540124607701845,24462.0
2215,17.53843577168876,132337.0
2218,17.51871198623026,36708.0
2219,17.51860906549193,39461.0
2220,17.514108806227835,24135.0
2222,17.493467452513833,102790.0
2223,17.48137539586414,28451.0
2224,17.479102639528193,22694.0
2226,17.47455172003303,134562.0
2227,17.46392227771708,48641.0
2228,17.462590326231844,100252.0
2229,17.4415185805742,66954.0
2230,17.439842184230667,33151.0
2231,17.437527325492667,167921.0
2232,17.435237931489592,25935.0
2234,17.426913623173228,105473.0
2236,17.42001211896938,47944.0
2237,17.415613250440966,45448.0
2238,17.412115527385392,18679.0
2239,17.41016350488856,11988.0
2240,17.407975610345186,96951.0
2241,17.40776985462771,149603.0
2242,17.393114425720444,45.0
2244,17.388087770130454,42642.0
2246,17.38288261207898,9030.0
2247,17.38017587867216,69427.0
2249,17.378494392595425,13557.0
2250,17.376233861207943,23979.0
2251,17.375162487370044,13765.0
2252,17.37410315026645,19719.0
2253,17.37239058824717,100328.0
2254,17.37217546631586,24822.0
2255,17.36297044660468,15178.0
2256,17.359578956859036,93398.0
2257,17.344889463857456,5712.0
2258,17.341931227830496,11526.0
2259,17.33829121189459,43623.0
2260,17.330597628255923,77318.0
2261,17.330072040972944,93113.0
2263,17.324770431656166,48495.0
2265,17.3190016775249,49743.0
2266,17.31272904847898,47375.0
2267,17.310374253872315,20639.0
2268,17.310055254878005,49262.0
2269,17.29950613974898,31282.0
2270,17.298220336009006,57432.0
2271,17.29621764374034,12301.0
2272,17.293170399701552,35730.0
2273,17.288769621937387,117571.0
2274,17.28322684226344,17040.0
2277,17.272678453748355,32956.0
2278,17.270027355043805,7423.0
2280,17.26497256890119,77659.0
2281,17.261488106237767,26252.0
2285,17.255247010257815,37481.0
2286,17.25472745085623,
2287,17.250852811697303,55048.0
2288,17.247097788039188,89112.0
2289,17.23987418465827,9429.0
2292,17.227430249654706,29703.0
2293,17.226936020682317,33079.0
2295,17.20874333957088,50040.0
2296,17.208696365835305,21210.0
2297,17.196915012283206,19480.0
2298,17.183193037330174,16297.0
2299,17.180963829412907,20899.0
2300,17.179014379780707,8979.0
2303,17.173566938844026,25963.0
2307,17.155269922510378,80956.0
2308,17.15065239283153,103036.0
2310,17.13134774414056,52269.0
2313,17.115045429760713,17242.0
2315,17.114071118749457,12417.0
2318,17.07383091708979,15625.0
2319,17.0704837619136,60766.0
2320,17.06957918714919,13024.0
2321,17.057662734461992,92457.0
2324,17.05475814225988,218531.0
2325,17.05364140924226,57661.0
2326,17.038565637568748,15403.0
2329,17.022622782198866,5812.0
2330,17.002034829288803,20973.0
2332,16.98662570456054,52329.0
2333,16.980395854176802,62961.0
2334,16.976758117453105,7814.0
2336,16.96163674925752,8615.0
2337,16.960064049243442,43612.0
2338,16.954953922253633,25141.0
2339,16.950629877541612,33319.0
2340,16.94948666562823,23069.0
2341,16.943461306393345,32355.0
2343,16.935315777482252,4791.0
2344,16.931027418289663,59443.0
2345,16.925994477151132,33666.0
2346,16.914071990995716,14629.0
2348,16.891496639985384,4168.0
2349,16.888039275775736,79538.0
2350,16.887136358619543,27033.0
2352,16.881520943396502,35582.0
2353,16.878603304701123,71549.0
2354,16.877501294582366,8968.0
2356,16.874327483800506,40721.0
2357,16.866810689427847,7239.0
2358,16.864269058510384,14982.0
2360,16.859202031484937,32682.0
2361,16.854448191565133,7370.0
2362,16.85195281976605,28751.0
2366,16.828599872765977,23227.0
2367,16.82641913661468,3083.0
2368,16.825146525641582,5802.0
2370,16.823506820432915,6202.0
2371,16.819077063626782,13880.0
2372,16.815235848803244,7191.0
2373,16.809020263442665,78741.0
2375,16.792557339993493,218232.0
2377,16.79078657165085,15704.0
2378,16.76920937430666,10706.0
2379,16.765359717780196,19147.0
2381,16.723496275259663,21352.0
2383,16.70331112428972,6642.0
2384,16.683433493810476,6199.0
2385,16.67947976020591,7053.0
2387,16.675424253850448,43653.0
2388,16.67488086516852,56441.0
2389,16.669406361297455,4084.0
2391,16.653428523794464,20971.0
2392,16.6509500693291,3157.0
2393,16.648790546858496,47521.0
2394,16.644512458091327,9549.0
2395,16.637429536592663,56798.0
2396,18.240405296448372,125846.0
2397,18.18811109372641,353116.0
2398,18.083095568244136,59267.0
2399,18.064189311745753,53452.0
2400,17.98889989932559,64460.0
2401,17.83639657813291,15325.0
2402,17.47740008893953,11898.0
2403,17.424231762313276,75146.0
2404,17.269044696084695,51731.0
2405,17.239708031280077,55988.0
2406,17.136771331879654,
2407,17.102650941163777,17731.0
2410,17.051469826300877,3406.0
2411,17.035110880320776,32588.0
2412,17.02745151210604,69007.0
2413,17.01327322036009,162401.0
2414,16.882591765309378,
2415,16.83089000555574,24804.0
2416,16.756913142473003,24.0
2417,16.524470345267503,2104.0
2418,16.497813935991456,5461.0
2419,16.243039564000853,68139.0
2420,15.994848677644772,69227.0
2421,15.814963505089766,23745.0
2422,15.751091544418733,40589.0
2425,13.196895545288605,47779.0
2429,16.261174174349897,33.0
2430,15.90373058078319,120.0
2431,15.8848479744652,37384.0
2434,15.650276833272693,49682.0
2435,15.493361787309345,80383.0
2436,15.480252421339992,18401.0
2437,15.444993617303904,14.0
2439,15.28081224478088,7.0
2440,15.240357861251098,4440.0
2441,15.155778519695962,5176.0
2442,15.066577803820044,11039.0
2443,15.023355356436461,17.0
2445,14.902017201423707,20662.0
2447,14.734677549435123,2044.0
2448,14.633926023009485,91.0
2450,14.561214609262823,501.0
2453,14.204674182613068,
2456,14.01723923901679,10.0
2460,13.708800242848012,2729.0
2463,13.661199031868614,36565.0
2464,13.61833441609763,1680.0
2465,13.409112514807509,1288.0
2467,13.296346936171021,2433.0
2468,13.26220879455624,4889.0
2469,13.251041512001382,6195.0
2470,13.2154656670666,421.0
2471,13.026118961337176,5831.0
2472,13.003982913323117,
2473,12.926796081860223,6687.0
2474,12.830338555518411,
2475,12.77567553874866,7170.0
2477,12.758744379231166,
2478,12.626534734644245,374.0
2480,12.461578831661376,4948.0
2481,12.27516484541723,13880.0
2482,12.15278262216335,14776.0
2486,11.745924293115165,386.0
2487,11.557191123268215,3077.0
2489,11.401345649498484,6907.0
2490,11.37790725329214,288.0
2491,11.082527090316852,374.0
2493,11.046324041652891,668.0
2498,10.56869811440305,5682.0
2499,10.515831319492467,43139.0
2500,10.340289815953332,855.0
2501,10.330975044678786,17698.0
2505,10.00011504611972,867.0
2506,9.993602441978389,2866.0
2507,9.620527646419676,8976.0
2508,9.595126468875947,668.0
2511,17.97831626588778,15633.0
2512,17.758649133823834,15.0
2513,17.529164840800938,156222.0
2514,17.505431544494968,29741.0
2516,17.286630596506722,131261.0
2518,17.039372571108768,95743.0
2519,16.81915633697497,68800.0
2520,16.667920001702022,10622.0
2521,16.59627886103606,63344.0
2522,16.436498471690033,26943.0
2523,16.361416896477223,
2524,16.16769672434722,37952.0
2525,16.163633388861818,1901.0
2526,15.895971704670197,48313.0
2527,15.607717260501936,41.0
2529,14.85486564363921,1786.0
2532,16.455990018728635,16151.0
2533,16.422620976073627,7307.0
2534,16.211378413303724,20736.0
2535,15.85830289732094,37699.0
