,log_gross,votecount_clean
1079,18.16697270899355,158794.0
1080,18.152902679278505,6903.0
1081,18.152422743493617,52386.0
1082,18.149796186659746,196885.0
1083,18.141907205746655,54178.0
1085,18.1315175218064,49712.0
1086,18.12623425768655,96753.0
1087,18.12063149897033,53991.0
1088,18.11774298637725,218312.0
1089,18.106441942524373,14249.0
1090,18.106330714868832,72364.0
1091,18.106160528905917,72835.0
1092,18.10293405282214,51937.0
1094,18.08436864850787,152012.0
1095,18.080933893631254,61387.0
1096,18.079706341776145,93727.0
1097,18.073421617460045,143836.0
1098,18.068769549605243,54325.0
1099,18.067982069878525,63125.0
1100,18.06668304157349,51266.0
1102,18.0453615424053,59252.0
1103,18.02414877131169,80102.0
1104,18.017491264635833,52645.0
1105,18.01520656580307,221805.0
1106,18.000003455107894,90412.0
1108,17.988245232306564,10142.0
1109,17.984741046797897,74368.0
1110,17.978374955364846,62344.0
1111,17.97730349733354,17827.0
1112,17.972155654523633,
1114,17.932322559727467,48126.0
1115,17.93186495034006,35061.0
1116,17.924166718949078,12771.0
1117,17.918614527650263,44966.0
1118,17.91531614825826,53835.0
1119,17.910190180713993,8497.0
1120,17.90400842821125,185130.0
1121,17.901230400655486,45978.0
1122,17.878868746282453,34549.0
1123,17.866764356036878,55953.0
1124,17.852077196842977,100272.0
1125,17.851838485238844,87259.0
1126,17.842934795917486,114899.0
1128,17.833539232893745,59484.0
1130,17.80264725107327,44334.0
1131,17.800606518672353,83575.0
1132,17.79840349875885,27108.0
1134,17.790732637871702,28398.0
1136,17.783803663910003,32553.0
1138,17.77078554390382,38477.0
1141,17.75518293217514,163900.0
1143,17.739015631428085,83354.0
1144,17.737576068215258,13790.0
1145,17.730711388752574,35205.0
1147,17.72398802539439,21627.0
1148,17.72346827127864,44459.0
1150,17.705677306040794,49824.0
1153,17.665734369536246,226277.0
1155,17.656598864922056,16218.0
1156,17.648751252751396,35370.0
1157,17.64234094600184,41061.0
1158,17.627626926043753,19944.0
1159,17.625993518212226,167558.0
1164,17.58260972834294,52179.0
1166,17.576745556770344,20779.0
1168,17.567714796935817,52872.0
1170,17.534696083588205,27374.0
1171,17.530935005512323,39522.0
1172,17.516112608174826,45932.0
1174,17.509942791821967,
1175,17.50710375155414,11463.0
1178,17.489341651325386,4874.0
1179,17.469667554586014,192196.0
1180,17.469265428320846,42038.0
1181,17.46356700193244,18817.0
1182,17.457895448500363,4508.0
1184,17.44683179185575,68760.0
1185,17.430049339774985,27566.0
1186,17.42615697429725,10433.0
1187,17.420662065997462,65744.0
1188,17.415875961184906,8542.0
1189,17.41571184676838,46636.0
1190,17.412545739073856,10471.0
1191,17.40732829923508,20578.0
1193,17.389514875631797,11428.0
1194,17.38943166759774,19056.0
1197,17.358829964380156,27166.0
1199,17.34059403220449,17420.0
1201,17.33010733671901,93397.0
1202,17.31444196741521,248205.0
1204,17.30802071620734,16257.0
1205,17.307830697738463,46385.0
1206,17.305514410026934,123507.0
1207,17.302270737376023,57048.0
1208,17.2955921919342,25411.0
1209,17.294224227818944,26743.0
1210,17.28858797701369,40490.0
1212,17.283690908166566,21662.0
1214,17.27664463860369,10594.0
1215,17.272462935803006,41047.0
1216,17.255508564555008,70528.0
1217,17.249025134649465,31154.0
1218,17.237701948448983,13810.0
1219,17.233340547716786,6307.0
1220,17.227686289741463,44749.0
1221,17.22503137023703,5394.0
1222,17.213910931644005,5455.0
1224,17.195875578336135,11433.0
1226,17.173637412105062,14407.0
1229,17.153998748688053,28211.0
1230,17.138183753415362,11650.0
1233,17.116907272659084,31585.0
1234,17.106803374655914,8612.0
1235,17.105792244715072,54447.0
1236,17.099171448575426,102623.0
1237,17.095295124283105,7285.0
1238,17.088162989246765,18531.0
1239,17.083389629060218,7600.0
1243,17.068762186033123,103829.0
1244,17.060527896478092,9642.0
1245,17.05949576709805,18026.0
1246,17.053300968877895,46893.0
1247,17.047344897431863,11616.0
1248,17.046998158995027,9882.0
1249,17.046875626530884,5970.0
1250,17.042298916013337,15794.0
1251,17.036769141806264,5745.0
1252,17.021896832087407,8968.0
