,log_gross,version_count,release_width
360,17.965110277686186,0,1575.0
361,17.96293306280817,13,1916.0
364,17.926422159130453,0,3290.0
366,17.92103929350317,9,3555.0
367,17.92066376245288,2,2942.0
368,17.91744520911278,7,3175.0
369,17.911337021627848,12,1700.0
370,17.909031831377128,0,1763.0
371,17.904751786971737,3,2382.0
372,17.901653663327853,6,1823.0
373,17.87691462379047,17,2258.0
374,17.86517004858292,7,1920.0
375,17.864902767189545,16,2522.0
376,17.863156377469636,5,2910.0
377,17.86149445127065,5,2817.0
378,17.85097550828747,11,2289.0
379,17.840385992450276,6,2641.0
380,17.840079567484377,8,1710.0
381,17.835332846837147,2,2483.0
383,17.83369375922081,8,1613.0
384,17.83068277391622,14,1560.0
385,17.82737936895026,1,3175.0
386,17.819762254829914,5,1694.0
388,17.81270813281675,0,3400.0
389,17.80725187383948,4,3120.0
390,17.801798157565987,5,2102.0
391,17.798845493117284,9,2471.0
392,17.79286217232841,15,3323.0
393,17.792847052914407,7,3150.0
395,17.791733621007676,11,2080.0
396,17.78353605607952,1,2545.0
397,17.773082499500354,2,2645.0
398,17.76210114055721,2,2830.0
399,17.755891159037212,6,2625.0
400,17.752631264655,15,2085.0
401,17.74469720181462,6,1787.0
403,17.738920268107154,6,2955.0
404,17.73698561170762,22,3157.0
405,17.733172952106393,3,1904.0
406,17.729172060322885,8,1762.0
407,17.728015107431478,20,2150.0
409,17.722973622647142,6,3185.0
410,17.71474455149391,16,1547.0
412,17.70819219929801,18,2131.0
414,17.702240144854294,5,2840.0
415,17.69662076851642,5,3233.0
416,17.69024511022185,0,1249.0
417,17.689698333214196,9,1535.0
418,17.67885480601702,6,905.0
419,17.674361178303467,7,1508.0
420,17.668310553858415,20,3181.0
421,17.666657936326803,21,2905.0
422,17.66216726507517,12,1328.0
423,17.659431923212267,4,1304.0
424,17.658898706382065,6,2652.0
426,17.650536097592923,21,3555.0
428,17.644171584695478,8,3103.0
429,17.641072500406803,0,1175.0
430,17.623521782227623,6,2950.0
431,17.62089879177075,5,2048.0
432,17.619402123378226,16,3150.0
433,17.616312776505737,4,2754.0
434,17.61207065665419,5,2436.0
435,17.601742740822107,1,2714.0
436,17.601191193423457,8,1974.0
438,17.598466840708475,8,3606.0
439,17.59730785525317,5,2505.0
440,17.5951402200869,1,2715.0
442,17.590240888864557,0,3705.0
443,17.590089681238485,10,1788.0
444,17.589313803242714,9,2606.0
445,17.58398392675154,2,3066.0
446,17.579218665550183,2,2425.0
447,17.57671676666253,2,2815.0
449,17.570271779094462,12,1647.0
450,17.5670746987385,10,3155.0
451,17.559946967879608,5,3235.0
454,17.549618101490235,1,2704.0
455,17.548932740076783,4,2813.0
456,17.545705716703573,0,198.0
457,17.543520600978116,5,2750.0
458,17.540775146274704,1,2155.0
459,17.53904667192128,9,1710.0
460,17.53619267846774,10,1411.0
461,17.535915132276067,2,2420.0
463,17.52672846556534,17,1827.0
464,17.509436730942713,12,3117.0
465,17.506319574275135,1,2824.0
468,17.49618547169567,6,2010.0
470,17.489384515628796,7,1802.0
471,17.489140984392705,1,2714.0
472,17.480431817861632,7,2583.0
473,17.48026351983647,5,2904.0
474,17.472599893550985,12,1183.0
475,17.468515601803052,3,2010.0
476,17.466652136976972,11,3470.0
477,17.462238696902627,12,1655.0
478,17.45632526348127,3,2503.0
481,17.45527098383892,5,2917.0
482,17.450548605587635,13,1831.0
483,17.44705262045799,4,1955.0
484,17.444166487936346,8,3030.0
485,17.439621171085726,3,2170.0
486,17.43466553374651,1,1985.0
487,17.426976347523556,4,2814.0
488,17.423897161438862,3,2711.0
489,17.423590420123354,2,2706.0
490,17.42245360832688,7,2059.0
491,17.42158440569609,7,1080.0
492,17.420840019398195,17,2837.0
493,17.410089222667953,1,2070.0
494,17.40987332237733,9,3033.0
495,17.405404107567318,6,1475.0
496,17.401953910594287,1,2964.0
498,17.392428228135735,9,3212.0
500,17.378877638150165,4,1873.0
501,17.375463827756768,4,3452.0
503,17.362606002953342,6,2625.0
505,17.361474583939327,6,2021.0
507,17.35828145749868,4,2152.0
509,17.350574013738854,5,2445.0
512,17.33787316035231,5,2573.0
513,17.33346633199661,10,2945.0
514,17.332750587612328,5,1634.0
515,17.327641735664546,2,2130.0
516,17.322792473120074,5,2656.0
517,17.321572962548004,3,2505.0
518,17.31346050293777,7,2985.0
519,17.31309018093105,14,3276.0
521,17.303499056249414,3,2905.0
522,17.30234549001497,2,2705.0
524,17.299790054388243,5,2705.0
525,17.28817760355133,4,1249.0
526,17.28532024537409,2,2635.0
527,17.28286755233475,13,1661.0
528,17.27954967829247,1,2663.0
529,17.278318867040408,13,1107.0
532,17.27069606303171,1,2310.0
533,17.255330621430502,13,1332.0
534,17.253714633133203,8,1964.0
536,17.247305457879097,8,2735.0
537,17.241372649388495,0,703.0
538,17.23736582200273,0,2167.0
539,17.227872054997185,5,2511.0
540,17.226759651478986,15,2343.0
541,17.22363717691509,5,2630.0
542,17.220483835284874,3,2787.0
543,17.219275008550426,9,2301.0
544,17.217985856076602,9,1659.0
545,17.21026254596516,16,2856.0
546,17.20706735146471,6,560.0
547,17.19823567300793,5,1288.0
548,17.16886049096107,5,2507.0
549,17.168590823909064,5,1599.0
550,17.16351554484311,5,1508.0
551,17.15279269088093,2,3050.0
552,17.15049950941093,0,1845.0
553,17.14990349321813,10,1750.0
555,17.14080791141696,5,2361.0
557,17.127584406331575,7,1368.0
558,17.11534947912612,22,2023.0
559,17.107266552974266,4,2240.0
560,17.106494407853063,6,731.0
563,17.084529688236092,10,1062.0
564,17.08260804257674,4,2525.0
565,17.080759571325153,5,904.0
566,17.071386324204195,16,3171.0
567,17.06951450196664,4,1603.0
568,17.06606747511182,6,2158.0
569,17.06190998925367,17,1002.0
573,19.84380083716198,15,4028.0
574,19.829259928580676,0,4253.0
576,19.64361752400454,8,3425.0
580,19.53717852272938,5,3416.0
581,19.49740963482206,5,2821.0
582,19.495697378484454,12,3886.0
583,19.491273996696773,5,3853.0
584,19.408334521829374,0,4004.0
585,19.381719546493773,0,3933.0
586,19.375293985716,0,3938.0
587,19.360192762645347,8,3649.0
589,19.313018815603858,8,3988.0
591,19.300605380691483,0,4164.0
592,19.28476495194024,0,4164.0
593,19.27472078893255,0,3912.0
594,19.244709834104402,4,3453.0
597,19.208974977375796,3,3832.0
599,19.145547758972835,6,3940.0
600,19.145143144513742,5,3841.0
601,19.121687864098476,6,3184.0
602,19.117929182843152,7,3603.0
603,19.106514012949628,7,3255.0
604,19.07194407997048,11,2574.0
605,19.070149750826243,10,4115.0
609,18.968853561545206,6,3243.0
610,18.96336986938028,8,3451.0
611,18.957710923575515,6,3131.0
612,18.94959053106551,12,3014.0
615,18.91512104450171,9,3158.0
617,18.89996397173489,6,2782.0
618,18.868262176574206,16,1598.0
620,18.79770754276557,0,3222.0
621,18.791094377407813,8,2388.0
622,18.768668493245393,6,3929.0
624,18.754328638729564,6,2087.0
625,18.751683241645477,7,3352.0
626,18.74093694419244,5,3319.0
627,18.731781552104117,9,2768.0
628,18.729556343597494,14,2901.0
629,18.723645427624884,6,3658.0
630,18.71386896222269,12,2426.0
631,18.703727165859718,3,2910.0
632,18.68860010411135,19,1498.0
634,18.66145529569886,3,3313.0
636,18.608157771771666,4,2953.0
638,18.56612002664531,6,2803.0
639,18.553440138663166,7,3733.0
640,18.552178887175558,6,3654.0
641,18.543666824707614,6,3181.0
642,18.529982008648997,4,2517.0
643,18.518082661819204,5,3067.0
644,18.516917539769985,7,3684.0
645,18.499944280458564,6,2749.0
646,18.471974979839473,2,2616.0
647,18.466001869387338,6,2139.0
649,18.457386046110365,4,2332.0
650,18.437032039897513,7,3089.0
651,18.43179448688808,6,2941.0
652,18.42206829086376,26,2835.0
655,18.398661806654598,2,3435.0
656,18.394368718821035,5,2877.0
658,18.371180378149447,4,3490.0
659,18.369506800336964,5,2708.0
660,18.36426278296835,6,3239.0
661,18.347865139408675,1,2679.0
662,18.3306159281414,9,2514.0
663,18.32372564801498,9,3646.0
664,18.32249666044002,5,3342.0
665,18.321516723635103,3,3626.0
666,18.318523005036273,38,3716.0
667,18.312062694956023,5,3424.0
668,18.307800693993475,5,1712.0
670,18.307535729776788,0,3904.0
671,18.299994915516653,5,3440.0
672,18.293264137856436,9,1759.0
673,18.26365853857238,8,3440.0
675,18.257213141076853,9,1783.0
676,18.252263536113343,2,3458.0
677,18.250554872543052,12,1533.0
681,18.225546761456503,6,3210.0
682,18.21749379092333,9,3122.0
683,18.212087816985864,5,2454.0
684,18.210663366249,14,2086.0
686,18.192225472899533,9,3231.0
687,18.17507112227444,21,1462.0
688,18.15403069963651,0,2148.0
689,18.14423221828387,3,3122.0
690,18.13809981186583,6,2362.0
691,18.126869352209305,5,3261.0
692,18.12415022588218,5,2606.0
694,18.107039290230794,13,3749.0
695,18.086953043643476,2,1114.0
697,18.07931536541433,0,1888.0
698,18.061450165731916,15,1186.0
700,18.047531744869623,11,1832.0
701,18.026253093382742,6,2452.0
702,18.02472205630254,6,3065.0
703,18.022775894928223,2,3268.0
704,18.01956156858327,5,2704.0
707,18.009828923525095,5,2407.0
708,18.00552608338539,5,3521.0
709,18.000201987958853,13,1364.0
710,17.998152205021558,1,2162.0
711,17.994933144731796,11,2647.0
713,17.980283962395916,1,2755.0
714,17.97499683436644,28,3108.0
715,17.973562280214047,4,2912.0
716,17.969818017228903,8,1805.0
717,17.957857418515452,10,2794.0
718,17.94480752230305,4,1084.0
719,17.924471232501137,6,3101.0
721,17.922874482615182,3,2664.0
722,17.917771568921328,4,2755.0
723,17.908648025273695,5,2340.0
724,17.90507630314087,5,3108.0
725,17.895854010495476,0,3839.0
726,17.887310420844543,5,2429.0
727,17.886603091539836,11,2232.0
728,17.88164859687007,1,2268.0
729,17.879805811499544,4,2767.0
730,17.876260124965736,8,2528.0
731,17.87261960322654,8,2987.0
732,17.86414322079472,13,2178.0
735,17.857464768110685,7,2751.0
737,17.849840838116403,18,1955.0
738,17.824668205126176,15,3156.0
739,17.823057029540504,5,3241.0
741,17.808819719202255,4,2211.0
742,17.802619607078203,2,2128.0
743,17.79105384755263,0,1503.0
744,17.789722701890604,6,2005.0
745,17.7874970914404,3,2305.0
746,17.783247152865034,5,1316.0
747,17.78206227815819,4,2376.0
749,17.772391855492838,14,1205.0
750,17.764487170139404,1,3086.0
751,17.763959509435136,8,2717.0
753,17.750920211387015,17,3194.0
754,17.74907399355962,6,1639.0
756,17.74471776560373,10,2465.0
757,17.74246822408702,3,1873.0
758,17.740095076200166,5,2559.0
759,17.732259000905465,9,1921.0
761,17.728142597893253,7,3058.0
764,17.71732281063241,0,3425.0
765,17.695635341641704,5,2626.0
766,17.6902294571741,1,2043.0
768,17.684659088975636,5,2815.0
769,17.679245496151225,2,1941.0
770,17.65934157111608,6,1903.0
771,17.658537163327814,2,1984.0
773,17.635646866776458,4,2706.0
774,17.635646537904222,7,2223.0
775,17.634420693733023,5,2818.0
777,17.633240400251285,13,1370.0
779,17.610551084704777,5,1888.0
780,17.605983817582043,8,2534.0
781,17.594244541393763,1,3013.0
782,17.59081361844786,4,1701.0
783,17.59005464094289,5,3115.0
784,17.582043035961266,18,2012.0
785,17.578151077638225,5,2629.0
787,17.57051606148818,6,2825.0
788,17.5684780176864,7,2397.0
789,17.568255423916035,0,2792.0
790,17.562664179622317,9,2439.0
793,17.521578367297902,6,2090.0
794,17.518955567468524,8,1374.0
796,17.508145127797803,8,1232.0
798,17.49935714341491,5,1589.0
799,17.49218364153018,14,1472.0
802,17.468186813644653,6,2992.0
804,17.457774339487383,9,2311.0
805,17.45773811393768,6,3227.0
807,17.43949174624027,6,2721.0
808,17.43675459383457,9,2854.0
809,17.427721688096234,5,2171.0
811,17.42236891743711,6,2349.0
812,17.419210837398534,13,1337.0
814,17.411661240071986,0,3019.0
818,17.380769260693206,8,2176.0
819,17.373187163432515,4,2246.0
820,17.364931373701744,4,1259.0
821,17.36206235983263,14,2204.0
822,17.35265027775144,12,1148.0
823,17.35145416487623,4,2089.0
824,17.344960628543813,6,2129.0
827,17.312018119430753,13,1112.0
829,17.30510006294697,0,2129.0
830,17.302851965575872,3,2313.0
831,17.30229319741353,5,2456.0
832,17.281608145348244,0,1804.0
833,17.28125586696976,5,2005.0
835,17.261909577492233,8,2000.0
839,17.24504126636041,8,1621.0
840,17.24322633162123,11,1746.0
841,17.238603342858887,6,3036.0
842,17.23579034030141,19,1732.0
843,17.222032439286068,2,2944.0
846,17.21107822246474,0,1631.0
847,17.20328491929429,2,540.0
849,17.196247307892804,4,1379.0
850,17.194157853519464,4,2503.0
851,17.193101145654932,9,1519.0
853,17.185902005372274,5,1844.0
854,17.18281676720723,13,1954.0
856,17.18186677423822,1,1567.0
857,17.180946970650197,19,2268.0
858,17.178703707593204,11,1452.0
859,17.17373418729045,1,1201.0
860,17.15490732034596,13,1640.0
861,17.15072328890289,2,1242.0
864,17.145264245898066,2,1487.0
865,17.14082089355108,2,1863.0
867,17.12171963134924,3,2084.0
869,17.10987192855302,13,2319.0
870,17.108035872756425,8,2044.0
871,17.099906147393217,10,2405.0
872,17.095310743252217,4,1731.0
873,17.092345544876878,2,1878.0
875,17.08603934053342,9,1604.0
877,17.062081429943433,8,2548.0
879,17.053387041579,5,1373.0
880,17.053143444107114,5,2657.0
883,17.047768205516004,13,1198.0
884,17.035568443922905,0,1956.0
886,17.021112513538927,4,2158.0
887,17.01019577521652,5,2501.0
888,17.007316230132204,8,1788.0
889,16.999678119645647,13,1084.0
890,16.99787151597302,8,1803.0
892,16.99390337251725,6,2801.0
893,16.992743384714313,0,2094.0
894,16.990227493733656,9,1614.0
895,16.97517619023924,7,1391.0
897,16.972910133484234,6,1541.0
899,16.95726768606935,1,1795.0
901,16.954757722762732,9,2009.0
902,16.95241964206045,3,1661.0
904,16.949050561315428,4,2060.0
905,16.945171357774786,5,1427.0
906,16.944570509644397,1,1571.0
907,16.929829855000914,7,1533.0
908,16.92523919566385,6,2609.0
911,16.89951553353626,5,2502.0
912,16.89793356127273,5,2736.0
913,16.88782083634239,6,1538.0
914,16.886714477018124,4,1414.0
915,16.881618766132323,9,1266.0
916,16.880637915440282,4,1857.0
917,16.87856301150313,13,3117.0
918,16.87824757465379,6,2035.0
919,16.87368659768781,13,1276.0
921,16.86961074417509,10,1477.0
922,16.860335854583216,5,2036.0
925,16.85599939545853,0,2081.0
927,16.839777274331333,2,2019.0
928,16.831998240068316,4,1207.0
929,16.823177726474214,3,1393.0
930,16.821613668005952,7,1477.0
931,16.813620203329126,2,1561.0
932,16.81151454460092,1,1176.0
935,16.80569240636795,0,1944.0
937,16.798457546978607,5,1846.0
939,16.797450655218608,16,1740.0
940,16.784801623525645,6,2016.0
942,16.781933426674605,1,1232.0
943,16.775000438762362,5,1536.0
945,16.768439657006336,5,1460.0
946,16.766833472593838,3,970.0
948,16.756642073498124,6,2019.0
950,20.2137529977682,6,3265.0
951,19.81224089145169,9,4293.0
952,19.68025061568437,6,4088.0
954,19.592295458645122,2,4172.0
955,19.581473127982015,3,4050.0
956,19.578857016865573,2,4154.0
957,19.5747312683576,4,4264.0
958,19.559901663580344,8,4390.0
959,19.367423157002907,17,4053.0
960,19.318559311468544,19,4233.0
961,19.29087219338529,5,4386.0
962,19.274076309774333,12,2006.0
963,19.272029050197176,4,3910.0
964,19.24826554826034,23,3907.0
966,19.198082814630332,7,4060.0
968,19.188167899394177,2,4136.0
969,19.18805323156774,4,3669.0
972,19.125557419239133,33,3607.0
973,19.105551398366156,3,4136.0
977,19.023967257603264,3,3092.0
978,19.01417676828868,0,3963.0
979,19.0139073411115,11,3012.0
980,19.008528240337547,1,4065.0
982,18.99042635441071,4,1531.0
984,18.979173078192805,4,1495.0
985,18.922964366483324,9,3952.0
986,18.89888208619265,10,3680.0
987,18.89055230197708,11,862.0
988,18.880308018297075,2,2393.0
989,18.878861381259178,3,3654.0
990,18.8694970805702,15,1401.0
991,18.859060441293416,5,4093.0
992,18.850285700522843,0,2326.0
993,18.841083783535122,1,3240.0
994,18.827488270613415,6,4007.0
995,18.821203686319993,5,3963.0
996,18.8155287091376,5,3949.0
997,18.76046651332684,3,3280.0
998,18.713572728711355,6,4059.0
1000,18.696585133484714,9,3203.0
1001,18.691990035952806,3,3349.0
1003,18.66872996613403,9,2064.0
1004,18.667641863654,7,3356.0
1005,18.66370006498582,5,2988.0
1006,18.659730549393302,4,3424.0
1007,18.656790090874086,2,3984.0
1008,18.648757713919963,4,2911.0
1009,18.645170332951253,6,3507.0
1010,18.63157037775382,6,3923.0
1011,18.623809815131168,8,3734.0
1012,18.62106908410146,5,2433.0
1013,18.619635228475737,5,1817.0
1015,18.593852535688157,6,3230.0
1017,18.591221073825395,2,3467.0
1018,18.579645747730734,6,3139.0
1019,18.576835363122708,27,2557.0
1020,18.57547314354773,7,3002.0
1021,18.54733476910664,3,2411.0
1023,18.520664648506393,3,3473.0
1024,18.513379626376345,0,1956.0
1025,18.509663767635264,0,2837.0
1028,18.484725946553354,4,1922.0
1030,18.480162133704454,4,2877.0
1031,18.477187468266592,3,2923.0
1032,18.474119164410947,3,2406.0
1033,18.46017840913551,4,3329.0
1034,18.45423889734027,30,3672.0
1037,18.44051296884975,16,3345.0
1038,18.43498537315318,1,3614.0
1039,18.432609749600154,19,3571.0
1040,18.431338764927855,0,3069.0
1041,18.42684514493137,7,2842.0
1042,18.42561529898502,1,2832.0
1043,18.376453029462702,5,3145.0
1045,18.356380861005103,10,2638.0
1047,18.347262412403424,9,1140.0
1048,18.33760221951335,3,2812.0
1049,18.326996307910207,3,2570.0
1050,18.319807921297922,5,1389.0
1051,18.30094170657126,3,3202.0
1053,18.27053268460806,7,3054.0
1054,18.263067268897426,5,3307.0
1055,18.255250604521528,2,3239.0
1058,18.238578207171777,4,2396.0
1060,18.230376203767513,1,2307.0
1061,18.225645659671283,2,3249.0
1062,18.22537675083596,5,1002.0
1063,18.217833301093652,12,540.0
1064,18.213635233576916,6,2369.0
1065,18.21317893279011,0,2951.0
1066,18.210232527271266,7,2676.0
1067,18.209172143326146,7,3151.0
1068,18.207722322656515,6,2721.0
1069,18.200154913415524,2,3132.0
1070,18.200009047585958,1,3083.0
1071,18.19842100196361,9,3352.0
1072,18.198142421949942,2,3411.0
1073,18.197979619752843,9,1384.0
1074,18.195258811598137,4,1714.0
1075,18.183856068898844,0,1621.0
1076,18.183292567989714,9,1050.0
1077,18.18186727068915,5,1969.0
1078,18.17379145599423,6,3143.0
1079,18.16697270899355,7,3087.0
1080,18.152902679278505,2,2937.0
1081,18.152422743493617,0,1966.0
1082,18.149796186659746,4,1501.0
1083,18.141907205746655,3,2681.0
1085,18.1315175218064,0,2147.0
1086,18.12623425768655,5,2649.0
1087,18.12063149897033,1,2573.0
1088,18.11774298637725,5,2608.0
1089,18.106441942524373,1,3271.0
1090,18.106330714868832,3,3046.0
1091,18.106160528905917,6,3118.0
1092,18.10293405282214,1,3063.0
1094,18.08436864850787,5,2829.0
1095,18.080933893631254,4,3847.0
1096,18.079706341776145,3,2211.0
1097,18.073421617460045,6,3050.0
1098,18.068769549605243,2,2433.0
1099,18.067982069878525,7,3021.0
1100,18.06668304157349,2,2677.0
1102,18.0453615424053,5,1169.0
1103,18.02414877131169,7,2574.0
1104,18.017491264635833,4,2642.0
1105,18.01520656580307,7,1922.0
1106,18.000003455107894,1,3222.0
1108,17.988245232306564,11,1747.0
1109,17.984741046797897,3,3707.0
1110,17.978374955364846,1,2532.0
1111,17.97730349733354,2,2521.0
1112,17.972155654523633,0,2452.0
1114,17.932322559727467,2,2500.0
